,date,time,bf_03,bf_04,bl_ce193,Anomaly
0,2018-03-06,00:00:00,8.004581604,1.466,,0
1,2018-03-06,00:05:00,7.055569206,1.67,,0
2,2018-03-06,00:10:00,10.15790639,,,0
3,2018-03-06,00:15:00,7.669649412,1.67,,0
4,2018-03-06,00:20:00,7.718203476,,,0
5,2018-03-06,00:25:00,7.549343091,,,0
6,2018-03-06,00:30:00,7.684690068,,,0
7,2018-03-06,00:35:00,8.193832677,,,0
8,2018-03-06,00:40:00,7.885328886,1.466,,0
9,2018-03-06,00:45:00,6.805631862,1.466,,0
10,2018-03-06,00:50:00,7.114173507,1.466,,0
11,2018-03-06,00:55:00,7.071657156,1.67,,0
12,2018-03-06,01:00:00,6.677325729,1.67,,0
13,2018-03-06,01:05:00,7.378785585,1.67,,0
14,2018-03-06,01:10:00,7.233533478,,,0
15,2018-03-06,01:15:00,7.632546183,1.466,,0
16,2018-03-06,01:20:00,7.785135657,,,0
17,2018-03-06,01:25:00,13.51690001,,,0
18,2018-03-06,01:30:00,9.641155131,1.89,,0
19,2018-03-06,01:35:00,8.37866745,1.67,,0
20,2018-03-06,01:40:00,9.323989083,1.67,,0
21,2018-03-06,01:45:00,7.89710148,1.67,,0
22,2018-03-06,01:50:00,7.62751791,2.123,,0
23,2018-03-06,01:55:00,6.783152895,2.123,,0
24,2018-03-06,02:00:00,7.990739658,1.67,,0
25,2018-03-06,02:05:00,8.02990593,1.67,,0
26,2018-03-06,02:10:00,7.206884262,1.89,,0
27,2018-03-06,02:15:00,7.36834419,1.89,,0
28,2018-03-06,02:20:00,7.306156377,1.89,,0
29,2018-03-06,02:25:00,7.612534035,,,0
30,2018-03-06,02:30:00,7.238662695,1.89,,0
31,2018-03-06,02:35:00,7.229590353,1.89,,0
32,2018-03-06,02:40:00,6.935281812,1.89,,0
33,2018-03-06,02:45:00,6.690896388,1.89,,0
34,2018-03-06,02:50:00,6.992952381,1.89,,0
35,2018-03-06,02:55:00,7.474991526,1.67,,0
36,2018-03-06,03:00:00,8.850782538,1.67,,0
37,2018-03-06,03:05:00,7.085858715,1.67,,0
38,2018-03-06,03:10:00,6.462769257,,,0
39,2018-03-06,03:15:00,6.057182574,1.89,,0
40,2018-03-06,03:20:00,6.789064428,,,0
41,2018-03-06,03:25:00,6.928751997,1.89,,0
42,2018-03-06,03:30:00,6.638802975,1.67,,0
43,2018-03-06,03:35:00,7.139308563,1.67,,0
44,2018-03-06,03:40:00,6.460573725,1.67,,0
45,2018-03-06,03:45:00,6.382108692,1.67,,0
46,2018-03-06,03:50:00,6.684536916,1.67,,0
47,2018-03-06,03:55:00,6.670865313,,,0
48,2018-03-06,04:00:00,7.121258514,1.466,,0
49,2018-03-06,04:05:00,6.739866846,,,0
50,2018-03-06,04:10:00,7.174752525,1.466,,0
51,2018-03-06,04:15:00,6.767840952,,,0
52,2018-03-06,04:20:00,8.009742366,1.466,,0
53,2018-03-06,04:25:00,7.35219315,2.371,,0
54,2018-03-06,04:30:00,9.940618125,2.371,,0
55,2018-03-06,04:35:00,7.724304279,2.123,,0
56,2018-03-06,04:40:00,8.439940458,2.123,,0
57,2018-03-06,04:45:00,9.011687274,2.123,,0
58,2018-03-06,04:50:00,9.885212487,,,0
59,2018-03-06,04:55:00,10.41073326,2.123,,0
60,2018-03-06,05:00:00,9.875137014,2.123,,0
61,2018-03-06,05:05:00,9.544375071,2.123,,0
62,2018-03-06,05:10:00,10.47646042,1.89,,0
63,2018-03-06,05:15:00,13.57091136,1.67,,0
64,2018-03-06,05:20:00,12.12615036,1.67,,0
65,2018-03-06,05:25:00,12.58332574,1.67,,0
66,2018-03-06,05:30:00,13.81771944,1.89,,0
67,2018-03-06,05:35:00,14.03139265,1.89,,0
68,2018-03-06,05:40:00,12.77910662,2.371,,0
69,2018-03-06,05:45:00,13.21230149,2.371,,0
70,2018-03-06,05:50:00,15.05437177,2.371,,0
71,2018-03-06,05:55:00,14.74391219,2.371,,0
72,2018-03-06,06:00:00,14.34346103,2.371,,0
73,2018-03-06,06:05:00,15.25311158,3.833,,0
74,2018-03-06,06:10:00,14.79456084,3.833,,0
75,2018-03-06,06:15:00,13.4213439,3.833,,0
76,2018-03-06,06:20:00,14.53866149,2.371,,0
77,2018-03-06,06:25:00,14.32057829,2.123,,0
78,2018-03-06,06:30:00,14.08061547,2.634,,0
79,2018-03-06,06:35:00,14.51604372,2.634,,0
80,2018-03-06,06:40:00,21.01388471,2.634,,0
81,2018-03-06,06:45:00,23.2370249,2.123,,0
82,2018-03-06,06:50:00,14.45675174,2.123,,0
83,2018-03-06,06:55:00,15.00926242,2.123,,0
84,2018-03-06,07:00:00,13.95097183,1.275,,0
85,2018-03-06,07:05:00,13.36468908,1.275,,0
86,2018-03-06,07:10:00,13.45671215,1.466,,0
87,2018-03-06,07:15:00,13.56221756,1.67,,0
88,2018-03-06,07:20:00,17.37052554,1.275,,0
89,2018-03-06,07:25:00,14.46733193,1.466,,0
90,2018-03-06,07:30:00,14.15381249,1.466,,0
91,2018-03-06,07:35:00,12.72879866,1.466,,0
92,2018-03-06,07:40:00,13.73804308,1.466,,0
93,2018-03-06,07:45:00,12.70696321,1.275,,0
94,2018-03-06,07:50:00,12.38771519,1.099,,0
95,2018-03-06,07:55:00,13.39938227,1.099,,0
96,2018-03-06,08:00:00,13.2702118,,,0
97,2018-03-06,08:05:00,13.44590483,1.099,,0
98,2018-03-06,08:10:00,12.80499876,1.275,,0
99,2018-03-06,08:15:00,13.05015388,1.275,,0
100,2018-03-06,08:20:00,11.7320776,1.275,,0
101,2018-03-06,08:25:00,11.90709557,1.275,,0
102,2018-03-06,08:30:00,13.58409086,1.466,,0
103,2018-03-06,08:35:00,13.11025973,1.89,,0
104,2018-03-06,08:40:00,11.33835815,1.89,,0
105,2018-03-06,08:45:00,11.0610776,1.89,,0
106,2018-03-06,08:50:00,13.8844245,1.67,,0
107,2018-03-06,08:55:00,12.01796363,1.67,,0
108,2018-03-06,09:00:00,11.63441428,2.123,,0
109,2018-03-06,09:05:00,11.35261018,2.371,,0
110,2018-03-06,09:10:00,13.57271573,2.371,,0
111,2018-03-06,09:15:00,13.81910742,2.371,,0
112,2018-03-06,09:20:00,10.3812513,2.123,,0
113,2018-03-06,09:25:00,9.744931872,,,0
114,2018-03-06,09:30:00,11.46117545,1.89,,0
115,2018-03-06,09:35:00,12.28992569,2.634,,0
116,2018-03-06,09:40:00,12.43488128,3.204,,0
117,2018-03-06,09:45:00,10.6706893,2.123,,0
118,2018-03-06,09:50:00,9.972440721,2.123,,0
119,2018-03-06,09:55:00,11.14166876,2.911,,0
120,2018-03-06,10:00:00,10.92703028,2.911,,0
121,2018-03-06,10:05:00,10.99292147,2.911,,0
122,2018-03-06,10:10:00,10.00401727,2.634,,0
123,2018-03-06,10:15:00,11.2570793,2.371,,0
124,2018-03-06,10:20:00,10.49702776,2.371,,0
125,2018-03-06,10:25:00,12.15499511,2.123,,0
126,2018-03-06,10:30:00,10.877839,2.123,,0
127,2018-03-06,10:35:00,11.59659814,2.371,,0
128,2018-03-06,10:40:00,11.57581629,2.634,,0
129,2018-03-06,10:45:00,11.54109155,2.911,,0
130,2018-03-06,10:50:00,11.7628529,2.634,,0
131,2018-03-06,10:55:00,12.31207659,2.634,,0
132,2018-03-06,11:00:00,12.11767737,4.891,,0
133,2018-03-06,11:05:00,10.64554162,,,0
134,2018-03-06,11:10:00,10.27334217,3.204,,0
135,2018-03-06,11:15:00,10.70608279,2.911,,0
136,2018-03-06,11:20:00,11.15502492,2.371,,0
137,2018-03-06,11:25:00,10.01711475,2.371,,0
138,2018-03-06,11:30:00,11.84378476,2.371,,0
139,2018-03-06,11:35:00,10.45198781,2.371,,0
140,2018-03-06,11:40:00,12.32285236,2.371,,0
141,2018-03-06,11:45:00,12.59032873,2.371,,0
142,2018-03-06,11:50:00,11.72807139,2.371,,0
143,2018-03-06,11:55:00,14.73902271,2.371,,0
144,2018-03-06,12:00:00,11.95267179,3.511,,0
145,2018-03-06,12:05:00,11.92322768,3.511,,0
146,2018-03-06,12:10:00,12.10482594,,,0
147,2018-03-06,12:15:00,11.98430511,2.911,,0
148,2018-03-06,12:20:00,13.36856911,2.634,,0
149,2018-03-06,12:25:00,12.88622083,2.911,,0
150,2018-03-06,12:30:00,11.90368871,3.204,,0
151,2018-03-06,12:35:00,11.17952276,2.634,,0
152,2018-03-06,12:40:00,12.13251614,2.123,,0
153,2018-03-06,12:45:00,10.32564378,2.123,,0
154,2018-03-06,12:50:00,11.96584498,2.123,,0
155,2018-03-06,12:55:00,10.93393232,2.123,,0
156,2018-03-06,13:00:00,11.46233631,2.123,,0
157,2018-03-06,13:05:00,10.46400646,2.123,,0
158,2018-03-06,13:10:00,10.02095062,2.123,,0
159,2018-03-06,13:15:00,14.29961979,,,0
160,2018-03-06,13:20:00,11.2184556,1.466,,0
161,2018-03-06,13:25:00,9.457897608,1.466,,0
162,2018-03-06,13:30:00,13.01126521,1.67,,0
163,2018-03-06,13:35:00,10.52645925,1.67,,0
164,2018-03-06,13:40:00,9.662933799,1.67,,0
165,2018-03-06,13:45:00,10.21294611,1.67,,0
166,2018-03-06,13:50:00,11.00569089,,,0
167,2018-03-06,13:55:00,9.617149386,1.67,,0
168,2018-03-06,14:00:00,10.98290278,1.67,,0
169,2018-03-06,14:05:00,9.973260891,1.67,,0
170,2018-03-06,14:10:00,10.53100804,1.67,,0
171,2018-03-06,14:15:00,10.60843839,1.67,,0
172,2018-03-06,14:20:00,10.47738785,,,0
173,2018-03-06,14:25:00,11.14243215,1.67,,0
174,2018-03-06,14:30:00,10.38144057,1.67,,0
175,2018-03-06,14:35:00,9.377274897,2.123,,0
176,2018-03-06,14:40:00,13.45004985,2.123,,0
177,2018-03-06,14:45:00,10.68189408,1.89,,0
178,2018-03-06,14:50:00,10.48043509,1.89,,0
179,2018-03-06,14:55:00,10.08099968,1.89,,0
180,2018-03-06,15:00:00,10.18340106,,,0
181,2018-03-06,15:05:00,10.32387095,2.123,,0
182,2018-03-06,15:10:00,10.46708525,2.371,,0
183,2018-03-06,15:15:00,11.84919788,2.123,,0
184,2018-03-06,15:20:00,10.16159085,2.123,,0
185,2018-03-06,15:25:00,10.36897399,2.634,,0
186,2018-03-06,15:30:00,9.729399114,2.634,,0
187,2018-03-06,15:35:00,9.099243576,2.634,,0
188,2018-03-06,15:40:00,10.64715673,2.634,,0
189,2018-03-06,15:45:00,9.836507007,1.89,,0
190,2018-03-06,15:50:00,10.23700233,,,0
191,2018-03-06,15:55:00,11.29858621,,,0
192,2018-03-06,16:00:00,9.514785861,2.123,,0
193,2018-03-06,16:05:00,12.5603042,2.123,,0
194,2018-03-06,16:10:00,10.56472333,,,0
195,2018-03-06,16:15:00,9.836507007,1.67,,0
196,2018-03-06,16:20:00,9.911256039,1.67,,0
197,2018-03-06,16:25:00,12.07820196,1.67,,0
198,2018-03-06,16:30:00,10.77499599,1.67,,0
199,2018-03-06,16:35:00,12.21948571,1.89,,0
200,2018-03-06,16:40:00,11.12668489,1.89,,0
201,2018-03-06,16:45:00,10.61358023,2.123,,0
202,2018-03-06,16:50:00,9.973065312,2.123,,0
203,2018-03-06,16:55:00,11.56767768,2.123,,0
204,2018-03-06,17:00:00,11.60914043,2.371,,0
205,2018-03-06,17:05:00,12.60422114,2.634,,0
206,2018-03-06,17:10:00,15.5518932,,,0
207,2018-03-06,17:15:00,12.39373398,2.634,,0
208,2018-03-06,17:20:00,11.56767768,3.511,,0
209,2018-03-06,17:25:00,13.2197398,3.511,1.51362054,0
210,2018-03-06,17:30:00,13.33802724,2.911,1.51362054,0
211,2018-03-06,17:35:00,12.70606733,2.911,,0
212,2018-03-06,17:40:00,11.61446522,2.911,,0
213,2018-03-06,17:45:00,12.8388844,2.911,,0
214,2018-03-06,17:50:00,14.64158651,3.511,,0
215,2018-03-06,17:55:00,16.04113091,3.833,1.51362054,0
216,2018-03-06,18:00:00,14.30389098,3.833,1.51362054,0
217,2018-03-06,18:05:00,15.21304312,3.833,,0
218,2018-03-06,18:10:00,14.21505395,4.523,1.51362054,0
219,2018-03-06,18:15:00,12.6966543,4.523,1.51362054,0
220,2018-03-06,18:20:00,11.33375258,4.171,1.51362054,0
221,2018-03-06,18:25:00,12.5603042,4.171,,0
222,2018-03-06,18:30:00,13.96842252,3.204,1.51362054,0
223,2018-03-06,18:35:00,14.02645901,2.911,,0
224,2018-03-06,18:40:00,13.49611186,3.204,1.51362054,0
225,2018-03-06,18:45:00,17.58217356,3.511,,0
226,2018-03-06,18:50:00,13.24012418,3.511,1.51362054,0
227,2018-03-06,18:55:00,12.37975954,4.171,,0
228,2018-03-06,19:00:00,13.46260476,4.171,1.51362054,0
229,2018-03-06,19:05:00,12.59538854,3.204,1.51362054,0
230,2018-03-06,19:10:00,13.84838749,2.911,,0
231,2018-03-06,19:15:00,13.46071837,3.511,,0
232,2018-03-06,19:20:00,13.56600927,3.511,,0
233,2018-03-06,19:25:00,12.87596239,3.511,,0
234,2018-03-06,19:30:00,11.82178527,3.511,1.51362054,0
235,2018-03-06,19:35:00,12.30392536,3.511,1.51362054,0
236,2018-03-06,19:40:00,13.62234233,,1.51362054,0
237,2018-03-06,19:45:00,13.05636194,4.523,1.51362054,0
238,2018-03-06,19:50:00,12.54885967,4.523,1.51362054,0
239,2018-03-06,19:55:00,12.55709291,4.523,1.51362054,0
240,2018-03-06,20:00:00,13.49442735,4.523,1.51362054,0
241,2018-03-06,20:05:00,12.79389492,4.523,1.51362054,0
242,2018-03-06,20:10:00,11.78246128,4.523,1.51362054,0
243,2018-03-06,20:15:00,11.34729169,3.833,,0
244,2018-03-06,20:20:00,11.98668992,3.833,1.51362054,0
245,2018-03-06,20:25:00,10.53225722,3.833,,0
246,2018-03-06,20:30:00,11.3306801,3.204,,0
247,2018-03-06,20:35:00,12.22503132,,1.51362054,0
248,2018-03-06,20:40:00,10.94347784,3.204,1.51362054,0
249,2018-03-06,20:45:00,13.51963812,3.204,1.51362054,0
250,2018-03-06,20:50:00,13.70667473,3.204,1.51362054,0
251,2018-03-06,20:55:00,11.25453047,3.511,,0
252,2018-03-06,21:00:00,12.08351414,3.511,1.51362054,0
253,2018-03-06,21:05:00,14.02350009,3.511,,0
254,2018-03-06,21:10:00,13.06735853,3.204,1.51362054,0
255,2018-03-06,21:15:00,10.8412468,3.204,1.51362054,0
256,2018-03-06,21:20:00,10.4678928,3.511,1.51362054,0
257,2018-03-06,21:25:00,11.35554386,3.204,1.51362054,0
258,2018-03-06,21:30:00,11.63095695,2.911,1.51362054,0
259,2018-03-06,21:35:00,11.4785252,2.911,1.51362054,0
260,2018-03-06,21:40:00,12.21187705,3.204,1.51362054,0
261,2018-03-06,21:45:00,11.53034733,3.204,1.51362054,0
262,2018-03-06,21:50:00,11.41310718,,1.51362054,0
263,2018-03-06,21:55:00,11.59957598,3.204,,0
264,2018-03-06,22:00:00,12.41254742,3.204,1.51362054,0
265,2018-03-06,22:05:00,13.3869977,3.204,,0
266,2018-03-06,22:10:00,13.37725661,3.204,,0
267,2018-03-06,22:15:00,11.70407826,3.204,1.51362054,0
268,2018-03-06,22:20:00,12.02697919,3.204,1.51362054,0
269,2018-03-06,22:25:00,11.50979261,2.911,1.51362054,0
270,2018-03-06,22:30:00,11.83315409,2.911,1.51362054,0
271,2018-03-06,22:35:00,11.13106964,3.204,1.51362054,0
272,2018-03-06,22:40:00,13.72505916,2.634,,0
273,2018-03-06,22:45:00,17.08625462,2.634,1.51362054,0
274,2018-03-06,22:50:00,11.57581629,2.634,1.51362054,0
275,2018-03-06,22:55:00,10.50100874,2.634,1.51362054,0
276,2018-03-06,23:00:00,10.58530329,2.371,1.51362054,0
277,2018-03-06,23:05:00,9.74096982,2.371,,0
278,2018-03-06,23:10:00,9.075420792,,,0
279,2018-03-06,23:15:00,8.75279115,0.0,1.51362054,0
280,2018-03-06,23:20:00,7.811059338,2.371,,0
281,2018-03-06,23:25:00,7.907372532,,1.51362054,0
282,2018-03-06,23:30:00,7.905896226,,1.51362054,0
283,2018-03-06,23:35:00,9.775372797,2.123,,0
284,2018-03-06,23:40:00,10.2866163,2.123,1.51362054,0
285,2018-03-06,23:45:00,10.97642975,2.371,1.51362054,0
286,2018-03-06,23:50:00,11.1504572,2.371,1.51362054,0
287,2018-03-06,23:55:00,10.6669733,2.911,,0
288,2018-03-07,00:00:00,9.822538881,2.911,1.51362054,0
289,2018-03-07,00:05:00,9.467802738,,1.51362054,0
290,2018-03-07,00:10:00,10.28476777,2.371,1.51362054,0
291,2018-03-07,00:15:00,13.32662688,2.371,1.51362054,0
292,2018-03-07,00:20:00,9.468768015,,1.51362054,0
293,2018-03-07,00:25:00,8.218917261,,,0
294,2018-03-07,00:30:00,7.821601677,2.123,1.51362054,0
295,2018-03-07,00:35:00,8.02530036,1.67,1.51362054,0
296,2018-03-07,00:40:00,7.55180991,,1.51362054,0
297,2018-03-07,00:45:00,7.265356074,1.89,1.51362054,0
298,2018-03-07,00:50:00,7.189073955,1.89,1.51362054,0
299,2018-03-07,00:55:00,7.028068275,,1.51362054,0
300,2018-03-07,01:00:00,8.7455358,1.67,1.51362054,0
301,2018-03-07,01:05:00,9.25877295,,1.51362054,0
302,2018-03-07,01:10:00,7.528176396,1.89,1.51362054,0
303,2018-03-07,01:15:00,7.283431359,2.371,1.51362054,0
304,2018-03-07,01:20:00,7.117466805,2.371,1.51362054,0
305,2018-03-07,01:25:00,6.939262791,2.123,1.51362054,0
306,2018-03-07,01:30:00,7.37118324,2.123,1.51362054,0
307,2018-03-07,01:35:00,7.331341905,2.123,1.51362054,0
308,2018-03-07,01:40:00,7.638230592,1.89,1.51362054,0
309,2018-03-07,01:45:00,7.8748938,,,0
310,2018-03-07,01:50:00,10.92227329,1.89,1.51362054,0
311,2018-03-07,01:55:00,10.8720915,1.89,1.51362054,0
312,2018-03-07,02:00:00,7.326805734,,1.51362054,0
313,2018-03-07,02:05:00,7.139308563,2.123,1.51362054,0
314,2018-03-07,02:10:00,7.903132884,2.123,1.51362054,0
315,2018-03-07,02:15:00,6.774011154,,1.51362054,0
316,2018-03-07,02:20:00,6.875914122,1.67,1.51362054,0
317,2018-03-07,02:25:00,7.249697136,1.67,1.51362054,0
318,2018-03-07,02:30:00,7.127252064,1.67,1.51362054,0
319,2018-03-07,02:35:00,7.250883228,1.89,1.51362054,0
320,2018-03-07,02:40:00,6.897206997,,,0
321,2018-03-07,02:45:00,6.234888177,,,0
322,2018-03-07,02:50:00,6.691287546,1.89,1.51362054,0
323,2018-03-07,02:55:00,6.777985824,,1.51362054,0
324,2018-03-07,03:00:00,6.266559357,,1.51362054,0
325,2018-03-07,03:05:00,6.354746559,,1.51362054,0
326,2018-03-07,03:10:00,7.264403415,1.89,1.51362054,0
327,2018-03-07,03:15:00,6.889333365,1.89,1.51362054,0
328,2018-03-07,03:20:00,6.301454436,,,0
329,2018-03-07,03:25:00,6.823088865,,1.51362054,0
330,2018-03-07,03:30:00,12.06625271,1.89,1.51362054,0
331,2018-03-07,03:35:00,6.594911262,1.89,1.51362054,0
332,2018-03-07,03:40:00,6.69473226,1.89,1.51362054,0
333,2018-03-07,03:45:00,6.889333365,1.89,,0
334,2018-03-07,03:50:00,7.58127294,,1.51362054,0
335,2018-03-07,03:55:00,7.191023436,1.67,1.51362054,0
336,2018-03-07,04:00:00,8.272341873,1.67,1.51362054,0
337,2018-03-07,04:05:00,7.624382337,2.123,1.51362054,0
338,2018-03-07,04:10:00,7.51017051,,1.51362054,0
339,2018-03-07,04:15:00,7.030661274,2.123,1.51362054,0
340,2018-03-07,04:20:00,6.969659553,,,0
341,2018-03-07,04:25:00,7.667018559,2.123,,0
342,2018-03-07,04:30:00,7.0730199,2.371,1.51362054,0
343,2018-03-07,04:35:00,9.385407198,2.371,,0
344,2018-03-07,04:40:00,9.988389873,2.123,1.51362054,0
345,2018-03-07,04:45:00,8.400099123,2.123,,0
346,2018-03-07,04:50:00,8.238191256,,1.51362054,0
347,2018-03-07,04:55:00,8.5846563,2.371,,0
348,2018-03-07,05:00:00,9.297560682,2.371,1.51362054,0
349,2018-03-07,05:05:00,12.55073344,2.371,1.51362054,0
350,2018-03-07,05:10:00,11.13890542,2.634,,0
351,2018-03-07,05:15:00,10.39212171,2.634,,0
352,2018-03-07,05:20:00,12.75142904,2.634,,0
353,2018-03-07,05:25:00,11.84799286,2.634,1.51362054,0
354,2018-03-07,05:30:00,13.33781905,3.204,,0
355,2018-03-07,05:35:00,14.65785112,3.204,1.51362054,0
356,2018-03-07,05:40:00,12.87900964,4.171,1.51362054,0
357,2018-03-07,05:45:00,14.25869961,4.523,,0
358,2018-03-07,05:50:00,14.65958609,4.523,1.51362054,0
359,2018-03-07,05:55:00,20.09429118,5.673,1.51362054,0
360,2018-03-07,06:00:00,25.53092051,6.087,,0
361,2018-03-07,06:05:00,27.51036296,8.389,1.51362054,0
362,2018-03-07,06:10:00,29.35025032,8.897,1.51362054,0
363,2018-03-07,06:15:00,31.60387559,8.897,,0
364,2018-03-07,06:20:00,33.39235091,12.893,1.51362054,0
365,2018-03-07,06:25:00,35.6099581,12.893,,0
366,2018-03-07,06:30:00,37.68999755,12.893,,0
367,2018-03-07,06:35:00,38.77478593,13.528,1.51362054,0
368,2018-03-07,06:40:00,36.54572791,13.528,1.51362054,0
369,2018-03-07,06:45:00,27.8272451,12.275,1.51362054,0
370,2018-03-07,06:50:00,24.77267966,11.672,1.51362054,0
